CATEGORY,CALL GROUPS,final_case_type,CASE DESC,occ_date,x_coordinate,y_coordinate,census_tract
STREET CRIMES,DISORDER,VICE  ,"VICE-DRUGS, LIQUOR, PROSTITUTION, GAMBLING        ",12/28/2016,7668665,682961,1701
STREET CRIMES,DISORDER,VICE  ,"VICE-DRUGS, LIQUOR, PROSTITUTION, GAMBLING        ",12/29/2016,7640008,704145,3901
STREET CRIMES,DISORDER,VICE  ,"VICE-DRUGS, LIQUOR, PROSTITUTION, GAMBLING        ",12/29/2016,7651434,681975,1201
STREET CRIMES,DISORDER,VICE  ,"VICE-DRUGS, LIQUOR, PROSTITUTION, GAMBLING        ",12/29/2016,7670148,671295,601
STREET CRIMES,DISORDER,VICE  ,"VICE-DRUGS, LIQUOR, PROSTITUTION, GAMBLING        ",12/30/2016,7644357,684829,5100
STREET CRIMES,DISORDER,VICE  ,"VICE-DRUGS, LIQUOR, PROSTITUTION, GAMBLING        ",12/31/2016,7646937,703991,3701
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/1/2016,7648746,703944,3701
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/1/2016,7669376,675255,8301
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/2/2016,7649818,688536,2402
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/3/2016,7656299,681578,1301
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/4/2016,7624424,663918,30502
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/4/2016,7644357,685349,5100
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/4/2016,7666355,669782,502
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/5/2016,7644812,695602,3502
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/5/2016,7668952,668976,502
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/6/2016,7662788,686732,2802
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/7/2016,7641327,681535,5500
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/8/2016,7647740,688606,2303
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/9/2016,7648583,698665,3702
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/10/2016,7659350,689107,2702
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/10/2016,7676600,687829,8001
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/11/2016,7642599,679364,5600
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/11/2016,7644523,712704,7202
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/11/2016,7663732,664024,8700
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/12/2016,7644031,684212,10600
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/12/2016,7671575,667819,601
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/12/2016,7691178,691555,10200
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/13/2016,7656277,688970,2600
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/13/2016,7677240,683140,8202
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/14/2016,7645053,684388,5100
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/14/2016,7666818,692543,2902
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/14/2016,7679811,684683,8100
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/15/2016,7645419,684173,10600
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/15/2016,7678995,676315,8400
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/15/2016,7681478,669811,9000
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/16/2016,7627792,708514,4102
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/17/2016,7633226,706130,4001
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/17/2016,7644953,684513,5100
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/17/2016,7648363,687671,2303
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/17/2016,7672113,682379,1702
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/18/2016,7635211,704621,3902
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/18/2016,7644755,699526,3803
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/19/2016,7640656,684270,5200
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/19/2016,7640656,684270,5200
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/19/2016,7657767,680216,1301
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/19/2016,7690390,676503,9702
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/20/2016,7641562,681524,5500
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/20/2016,7643561,704041,3802
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/20/2016,7666089,696720,7600
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/20/2016,7669352,676629,8301
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/21/2016,7645574,684396,5100
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/21/2016,7647719,689403,2303
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/21/2016,7680037,673857,9000
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/22/2016,7669033,668847,602
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/23/2016,7671734,670660,601
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/25/2016,7655395,682081,1301
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/25/2016,7655529,672876,902
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/26/2016,7640169,684733,4800
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/27/2016,7643609,681733,10600
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/27/2016,7645051,684499,5100
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/27/2016,7669268,695537,7600
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/28/2016,7651897,680140,1201
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/28/2016,7669153,683641,1701
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/28/2016,7689180,681706,9701
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/29/2016,7630601,658038,6403
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/29/2016,7661162,671833,401
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/30/2016,7668639,673922,702
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/30/2016,7674336,687326,8100
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/31/2016,7648109,684161,2100
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/31/2016,7668543,684813,1701
STREET CRIMES,PERSON CRIME,ASSLTP,ASSAULT - PRIORITY                                ,12/31/2016,7668712,663739,8600
STREET CRIMES,PERSON CRIME,ASSLTW,ASSAULT - WITH WEAPON *H                          ,12/27/2016,7676956,682097,8202
STREET CRIMES,PERSON CRIME,ROBP  ,ROBBERY - PRIORITY *H                             ,12/5/2016,7652344,686111,2100
STREET CRIMES,PERSON CRIME,ROBP  ,ROBBERY - PRIORITY *H                             ,12/13/2016,7673644,684346,8100
STREET CRIMES,PERSON CRIME,ROBP  ,ROBBERY - PRIORITY *H                             ,12/14/2016,7638422,684665,4601
STREET CRIMES,PERSON CRIME,ROBP  ,ROBBERY - PRIORITY *H                             ,12/19/2016,7642250,717466,7201
STREET CRIMES,PERSON CRIME,ROBP  ,ROBBERY - PRIORITY *H                             ,12/20/2016,7673037,667120,602
STREET CRIMES,PERSON CRIME,ROBP  ,ROBBERY - PRIORITY *H                             ,12/21/2016,7643557,716576,7201
STREET CRIMES,PERSON CRIME,ROBP  ,ROBBERY - PRIORITY *H                             ,12/21/2016,7673516,686414,8100
STREET CRIMES,PERSON CRIME,ROBP  ,ROBBERY - PRIORITY *H                             ,12/24/2016,7659357,668168,401
STREET CRIMES,PERSON CRIME,ROBP  ,ROBBERY - PRIORITY *H                             ,12/27/2016,7668803,669989,502
STREET CRIMES,PERSON CRIME,ROBP  ,ROBBERY - PRIORITY *H                             ,12/28/2016,7625629,708548,4200
STREET CRIMES,PERSON CRIME,ROBP  ,ROBBERY - PRIORITY *H                             ,12/30/2016,7629141,707553,4102
STREET CRIMES,PERSON CRIME,ROBP  ,ROBBERY - PRIORITY *H                             ,12/30/2016,7643410,704055,3801
STREET CRIMES,PERSON CRIME,ROBP  ,ROBBERY - PRIORITY *H                             ,12/31/2016,7644342,685635,5100
STREET CRIMES,PERSON CRIME,ROBW  ,ROBBERY - WITH WEAPON *H                          ,12/4/2016,7683208,674190,9000
STREET CRIMES,PERSON CRIME,ROBW  ,ROBBERY - WITH WEAPON *H                          ,12/12/2016,7657795,672156,902
STREET CRIMES,PERSON CRIME,ROBW  ,ROBBERY - WITH WEAPON *H                          ,12/16/2016,7651948,677231,1000
STREET CRIMES,PERSON CRIME,ROBW  ,ROBBERY - WITH WEAPON *H                          ,12/19/2016,7680427,694213,9502
STREET CRIMES,PERSON CRIME,ROBW  ,ROBBERY - WITH WEAPON *H                          ,12/25/2016,7662918,663882,8800
STREET CRIMES,PERSON CRIME,ROBW  ,ROBBERY - WITH WEAPON *H                          ,12/30/2016,7648686,699215,3601
STREET CRIMES,PERSON CRIME,SHOOTW,SHOOTING - WITH WEAPON *H                         ,12/29/2016,7644616,685088,5100
STREET CRIMES,PERSON CRIME,SHOOTW,SHOOTING - WITH WEAPON *H                         ,12/29/2016,7678176,696022,7900
STREET CRIMES,PERSON CRIME,SHOTS ,SHOTS FIRED                                       ,12/1/2016,7670497,699157,7300
STREET CRIMES,PERSON CRIME,SHOTS ,SHOTS FIRED                                       ,12/2/2016,7663827,666980,501
STREET CRIMES,PERSON CRIME,SHOTS ,SHOTS FIRED                                       ,12/2/2016,7671420,692117,2903
STREET CRIMES,PERSON CRIME,SHOTS ,SHOTS FIRED                                       ,12/3/2016,7667888,674334,701
STREET CRIMES,PERSON CRIME,SHOTS ,SHOTS FIRED                                       ,12/9/2016,7668988,661517,8902
STREET CRIMES,PERSON CRIME,SHOTS ,SHOTS FIRED                                       ,12/9/2016,7682401,683056,9201
STREET CRIMES,PERSON CRIME,SHOTS ,SHOTS FIRED                                       ,12/9/2016,7693476,672058,9803
STREET CRIMES,PERSON CRIME,SHOTS ,SHOTS FIRED                                       ,12/12/2016,7649768,694481,3302
STREET CRIMES,PERSON CRIME,SHOTS ,SHOTS FIRED                                       ,12/12/2016,7680004,672120,9000
STREET CRIMES,PERSON CRIME,SHOTS ,SHOTS FIRED                                       ,12/14/2016,7654387,697028,3100
STREET CRIMES,PERSON CRIME,SHOTS ,SHOTS FIRED                                       ,12/17/2016,7678772,691076,8002
STREET CRIMES,PERSON CRIME,SHOTS ,SHOTS FIRED                                       ,12/18/2016,7644097,685348,5100
STREET CRIMES,PERSON CRIME,SHOTS ,SHOTS FIRED                                       ,12/20/2016,7669236,691790,2902
STREET CRIMES,PERSON CRIME,SHOTS ,SHOTS FIRED                                       ,12/20/2016,7672239,695752,7700
STREET CRIMES,PERSON CRIME,SHOTS ,SHOTS FIRED                                       ,12/21/2016,7654481,699074,3602
STREET CRIMES,PERSON CRIME,SHOTS ,SHOTS FIRED                                       ,12/22/2016,7637558,664615,6602
STREET CRIMES,PERSON CRIME,SHOTS ,SHOTS FIRED                                       ,12/23/2016,7637332,718138,7202
STREET CRIMES,PERSON CRIME,SHOTS ,SHOTS FIRED                                       ,12/23/2016,7684658,690129,9400
STREET CRIMES,PERSON CRIME,SHOTS ,SHOTS FIRED                                       ,12/24/2016,7657873,673312,802
STREET CRIMES,PERSON CRIME,SHOTS ,SHOTS FIRED                                       ,12/24/2016,7666654,667948,502
STREET CRIMES,PERSON CRIME,SHOTS ,SHOTS FIRED                                       ,12/24/2016,7683798,689650,9400
STREET CRIMES,PERSON CRIME,SHOTS ,SHOTS FIRED                                       ,12/25/2016,7632401,709515,4001
STREET CRIMES,PERSON CRIME,SHOTS ,SHOTS FIRED                                       ,12/25/2016,7650109,702047,3601
STREET CRIMES,PERSON CRIME,SHOTS ,SHOTS FIRED                                       ,12/26/2016,7676884,671905,8302
STREET CRIMES,PERSON CRIME,SHOTS ,SHOTS FIRED                                       ,12/28/2016,7680720,695366,9502
STREET CRIMES,PERSON CRIME,SHOTS ,SHOTS FIRED                                       ,12/28/2016,7684891,694288,9501
STREET CRIMES,PERSON CRIME,SHOTS ,SHOTS FIRED                                       ,12/30/2016,7684019,670590,9102
STREET CRIMES,PERSON CRIME,SHOTS ,SHOTS FIRED                                       ,12/31/2016,7626155,708539,4102
STREET CRIMES,PERSON CRIME,SHOTS ,SHOTS FIRED                                       ,12/31/2016,7648717,660947,100
STREET CRIMES,PERSON CRIME,SHOTS ,SHOTS FIRED                                       ,12/31/2016,7650045,696617,3301
STREET CRIMES,PERSON CRIME,SHOTS ,SHOTS FIRED                                       ,12/31/2016,7650178,701824,3601
STREET CRIMES,PERSON CRIME,STABW ,STABBING - WITH WEAPON *H                         ,12/22/2016,7642871,683235,10600
STREET CRIMES,PERSON CRIME,STABW ,STABBING - WITH WEAPON *H                         ,12/25/2016,7659610,665166,8700
STREET CRIMES,PERSON CRIME,THRETP,THREAT - PRIORITY                                 ,12/1/2016,7648858,699825,3601
STREET CRIMES,PERSON CRIME,THRETP,THREAT - PRIORITY                                 ,12/2/2016,7642859,681920,10600
STREET CRIMES,PERSON CRIME,THRETP,THREAT - PRIORITY                                 ,12/2/2016,7647864,708283,7202
STREET CRIMES,PERSON CRIME,THRETP,THREAT - PRIORITY                                 ,12/4/2016,7668543,684813,1701
STREET CRIMES,PERSON CRIME,THRETP,THREAT - PRIORITY                                 ,12/6/2016,7669352,676629,8301
STREET CRIMES,PERSON CRIME,THRETP,THREAT - PRIORITY                                 ,12/7/2016,7656565,675252,901
STREET CRIMES,PERSON CRIME,THRETP,THREAT - PRIORITY                                 ,12/9/2016,7639521,685520,4800
STREET CRIMES,PERSON CRIME,THRETP,THREAT - PRIORITY                                 ,12/9/2016,7649302,676393,1000
STREET CRIMES,PERSON CRIME,THRETP,THREAT - PRIORITY                                 ,12/11/2016,7653640,697245,3200
STREET CRIMES,PERSON CRIME,THRETP,THREAT - PRIORITY                                 ,12/12/2016,7641927,681480,5600
STREET CRIMES,PERSON CRIME,THRETP,THREAT - PRIORITY                                 ,12/14/2016,7631046,711110,4101
STREET CRIMES,PERSON CRIME,THRETP,THREAT - PRIORITY                                 ,12/17/2016,7648193,682467,1101
STREET CRIMES,PERSON CRIME,THRETP,THREAT - PRIORITY                                 ,12/17/2016,7668886,673092,702
STREET CRIMES,PERSON CRIME,THRETP,THREAT - PRIORITY                                 ,12/17/2016,7669149,674300,701
STREET CRIMES,PERSON CRIME,THRETP,THREAT - PRIORITY                                 ,12/19/2016,7687927,680519,9701
STREET CRIMES,PERSON CRIME,THRETP,THREAT - PRIORITY                                 ,12/21/2016,7646930,693160,2203
STREET CRIMES,PERSON CRIME,THRETP,THREAT - PRIORITY                                 ,12/22/2016,7648300,693302,2203
STREET CRIMES,PERSON CRIME,THRETP,THREAT - PRIORITY                                 ,12/22/2016,7648347,687101,2303
STREET CRIMES,PERSON CRIME,THRETP,THREAT - PRIORITY                                 ,12/24/2016,7644899,695805,3502
STREET CRIMES,PERSON CRIME,THRETP,THREAT - PRIORITY                                 ,12/25/2016,7690578,681274,9702
STREET CRIMES,PERSON CRIME,THRETP,THREAT - PRIORITY                                 ,12/26/2016,7657986,674434,802
STREET CRIMES,PERSON CRIME,THRETP,THREAT - PRIORITY                                 ,12/26/2016,7669180,674315,8301
STREET CRIMES,PERSON CRIME,THRETP,THREAT - PRIORITY                                 ,12/26/2016,7673484,667213,601
STREET CRIMES,PERSON CRIME,THRETP,THREAT - PRIORITY                                 ,12/31/2016,7649772,686973,2402
STREET CRIMES,PERSON CRIME,THRETP,THREAT - PRIORITY                                 ,12/31/2016,7663572,687602,2802
STREET CRIMES,PERSON CRIME,THRETW,THREAT - WITH WEAPON *H                           ,12/3/2016,7669542,693005,2902
STREET CRIMES,PERSON CRIME,THRETW,THREAT - WITH WEAPON *H                           ,12/5/2016,7669310,666637,602
STREET CRIMES,PERSON CRIME,THRETW,THREAT - WITH WEAPON *H                           ,12/7/2016,7678840,668251,8500
STREET CRIMES,PERSON CRIME,THRETW,THREAT - WITH WEAPON *H                           ,12/13/2016,7674927,686712,8100
STREET CRIMES,PERSON CRIME,THRETW,THREAT - WITH WEAPON *H                           ,12/15/2016,7665092,687820,2902
STREET CRIMES,PERSON CRIME,THRETW,THREAT - WITH WEAPON *H                           ,12/18/2016,7669106,682360,1701
STREET CRIMES,PERSON CRIME,THRETW,THREAT - WITH WEAPON *H                           ,12/22/2016,7649316,676647,1000
STREET CRIMES,PERSON CRIME,THRETW,THREAT - WITH WEAPON *H                           ,12/24/2016,7632743,706299,4001
STREET CRIMES,PERSON CRIME,THRETW,THREAT - WITH WEAPON *H                           ,12/28/2016,7651948,677231,1000
STREET CRIMES,PERSON CRIME,THRETW,THREAT - WITH WEAPON *H                           ,12/31/2016,7679701,684067,8100
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/1/2016,7640102,707551,3901
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/1/2016,7670476,686140,1702
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/2/2016,7645926,701579,3701
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/2/2016,7659360,699151,7400
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/3/2016,7641452,681765,5500
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/3/2016,7652857,693261,3200
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/3/2016,7653249,707909,7202
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/3/2016,7655652,676304,901
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/3/2016,7660478,692698,2701
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/4/2016,7649548,688281,2402
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/4/2016,7666956,668620,502
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/5/2016,7618787,723470,7202
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/5/2016,7646625,681643,
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/5/2016,7658636,677336,1400
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/5/2016,7670108,670914,601
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/6/2016,7629036,659919,6501
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/6/2016,7646856,692243,2203
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/6/2016,7651548,697257,3301
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/6/2016,7653553,683392,2000
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/7/2016,7630549,707669,4001
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/7/2016,7642637,686911,5000
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/7/2016,7657576,688062,2600
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/7/2016,7681528,672837,9000
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/8/2016,7686279,675990,9101
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/9/2016,7671702,685089,1702
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/10/2016,7651972,702803,3602
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/10/2016,7666247,664482,8600
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/11/2016,7644693,685623,5100
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/11/2016,7660644,667516,401
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/11/2016,7674259,681784,8201
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/12/2016,7639680,708412,7202
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/12/2016,7644548,684100,10600
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/12/2016,7663340,683737,1801
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/12/2016,7670456,676779,8301
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/12/2016,7676157,683335,8100
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/13/2016,7627540,655818,
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/13/2016,7641818,681419,5600
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/13/2016,7671379,662566,8902
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/15/2016,7656982,698441,3603
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/15/2016,7677130,681382,8202
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/15/2016,7680720,695366,9502
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/15/2016,7692484,676330,9702
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/16/2016,7643288,687090,5100
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/16/2016,7651222,712396,7202
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/16/2016,7670646,679525,1602
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/16/2016,7673556,680946,8201
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/16/2016,7681900,669316,9000
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/17/2016,7640983,689569,4500
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/18/2016,7652607,703768,3602
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/18/2016,7654973,682125,1201
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/18/2016,7674443,696655,7800
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/19/2016,7667322,676801,701
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/19/2016,7690502,692835,9501
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/20/2016,7649540,688022,2402
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/20/2016,7656982,674946,901
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/20/2016,7657612,671420,301
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/21/2016,7635457,663934,6502
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/21/2016,7648645,685773,2303
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/21/2016,7654387,683972,2000
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/21/2016,7681613,667780,8901
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/21/2016,7687939,681754,9301
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/22/2016,7621865,717049,4101
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/22/2016,7648519,688575,2303
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/22/2016,7648962,683534,2100
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/22/2016,7650435,683307,2100
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/22/2016,7657587,689118,2600
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/22/2016,7657660,688861,2600
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/22/2016,7659442,679885,1400
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/23/2016,7645048,684226,10600
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/23/2016,7649942,689132,2402
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/23/2016,7670501,680853,1602
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/23/2016,7691268,672457,9804
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/24/2016,7649116,688473,2303
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/24/2016,7656377,679958,1302
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/24/2016,7657258,684163,1900
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/24/2016,7672244,667551,
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/24/2016,7673556,680946,8201
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/24/2016,7687454,682583,9301
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/25/2016,7668478,670044,502
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/25/2016,7669721,669323,601
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/1/2016,7634117,704152,4002
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/1/2016,7640943,706566,3801
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/1/2016,7654266,680997,1201
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/1/2016,7661118,695701,7500
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/1/2016,7665805,698204,7400
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/1/2016,7668802,673436,702
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/1/2016,7689062,678193,9701
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/2/2016,7638667,687056,4700
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/2/2016,7638738,687174,4700
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/2/2016,7644356,685088,5100
OTHER, SUSPICIOUS,AREACK,AREA CHECK                                        ,12/2/2016,7648411,685148,
