"STATION","NAME","DATE","AWND","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT10","WT13","WT14","WT16","WT18","WT21","WT22"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2013-11-30","4.03",,"0.12",,"0.0","0.0","44","50","41",,"  100","  120","8.9","12.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2013-12-01","15.21",,"0.85",,"0.0","0.0","51","57","48",,"  210","  200","25.9","36.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2013-12-02","8.95",,"0.04",,"0.0","0.0","48","53","33",,"  320","  310","19.9","35.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2013-12-03","5.82",,"0.01",,"0.0","0.0","39","43","27",,"   80","  100","21.9","27.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2013-12-04","6.71",,"0.00",,"0.0","0.0","31","38","22",,"   90","  220","17.0","23.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2013-12-05","6.26",,"0.00",,"0.0","0.0","27","32","19",,"  100","   90","23.0","29.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2013-12-06","22.15",,"0.01",,"0.5","0.0","28","30","24",,"   80","   80","33.1","40.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2013-12-07","12.30",,"0.00",,"0.0","0.0","26","30","15",,"   90","   70","23.9","30.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2013-12-08","3.58",,"0.00",,"0.0","0.0","20","28","12",,"  110","  100","12.1","13.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2013-12-09","2.68",,"0.00",,"0.0","0.0","21","29","14",,"  150","  150","8.9","10.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2013-12-10","2.68",,"0.00",,"0.0","0.0","30","34","27",,"  310","  310","8.1","8.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2013-12-11","2.91",,"0.00",,"0.0","0.0","30","41","27",,"  120","  120","14.1","17.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2013-12-12","7.61",,"0.13",,"0.0","0.0","33","39","25",,"  120","  110","19.9","23.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2013-12-13","2.91",,"0.03",,"0.0","0.0","38","45","36",,"   90","  110","12.1","14.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2013-12-14","2.68",,"0.00",,"0.0","0.0","41","42","38",,"  120","  120","12.1","13.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2013-12-15","2.91",,"0.02",,"0.0","0.0","41","46","39",,"  130","  130","8.9","10.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2013-12-16","2.68",,"0.00",,"0.0","0.0","42","43","40",,"  280","  280","10.1","12.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2013-12-17","3.58",,"0.00",,"0.0","0.0","39","40","36",,"  140","  140","10.1","12.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2013-12-18","2.46",,"0.06",,"0.0","0.0","39","43","30",,"  300","  300","14.1","17.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2013-12-19","2.24",,"0.00",,"0.0","0.0","34","37","28",,"  320","  310","8.1","8.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2013-12-20","6.71",,"0.06",,"0.0","0.0","34","46","33",,"  200","  190","15.0","19.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2013-12-21","2.01",,"0.07",,"0.0","0.0","45","53","41",,"  150","  130","8.1","8.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2013-12-22","5.14",,"0.05",,"0.0","0.0","48","53","45",,"  110","  190","10.1","12.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2013-12-23","6.93",,"0.28",,"0.0","0.0","49","51","34",,"  210","  210","21.0","25.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2013-12-24","3.13",,"0.00",,"0.0","0.0","37","39","30",,"  300","  300","8.1","10.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2013-12-25","2.01",,"0.00",,"0.0","0.0","37","42","34",,"  320","  350","6.9","10.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2013-12-26","1.34",,"0.00",,"0.0","0.0","36","43","33",,"  150","  200","6.0","8.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2013-12-27","2.24",,"0.00",,"0.0","0.0","35","39","32",,"  120","  120","8.9","11.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2013-12-28","1.79",,"0.00",,"0.0","0.0","39","45","37",,"  320","  320","8.1","10.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2013-12-29","2.68",,"0.00",,"0.0","0.0","39","40","34",,"  110","  110","10.1","12.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2013-12-30","2.91",,"0.00",,"0.0","0.0","39","42","35",,"  150","  150","12.1","14.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2013-12-31","3.13",,"0.01",,"0.0","0.0","40","47","37",,"  280","  280","8.1","10.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-01-01","2.24",,"0.00",,"0.0","0.0","43","44","34",,"  280","  270","6.9","8.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-01-02","4.70",,"0.11",,"0.0","0.0","39","47","34",,"  150","  150","10.1","13.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-01-03","2.24",,"0.05",,"0.0","0.0","42","48","30",,"  260","  260","8.1","8.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-01-04","3.58",,"0.00",,"0.0","0.0","35","42","26",,"  320","  310","8.9","11.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-01-05","5.14",,"0.00",,"0.0","0.0","33","49","25",,"   90","   90","18.1","25.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-01-06","8.28",,"0.01",,"0.0","0.0","39","45","29",,"  110","  110","21.0","23.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-01-07","8.28",,"0.40",,"0.0","0.0","40","43","37",,"  110","  110","19.9","23.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-01-08","12.08",,"0.32",,"0.0","0.0","42","53","39",,"  180","  180","21.9","29.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-01-09","10.96",,"0.13",,"0.0","0.0","46","50","40",,"  180","  190","25.9","35.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-01-10","11.63",,"0.01",,"0.0","0.0","49","57","48",,"  170","  170","21.9","34.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-01-11","19.24",,"0.68",,"0.0","0.0","52","58","43",,"  190","  180","35.1","45.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-01-12","10.51",,"0.29",,"0.0","0.0","46","54","44",,"  210","  200","23.0","29.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-01-13","7.38",,"0.00",,"0.0","0.0","51","56","46",,"  250","  190","16.1","19.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-01-14","2.68",,"0.00",,"0.0","0.0","46","47","39",,"  300","  280","8.1","10.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-01-15","2.91",,"0.00",,"0.0","0.0","41","42","37",,"   80","   10","8.9","12.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-01-16","3.80",,"0.00",,"0.0","0.0","38","40","34",,"  280","  280","8.9","11.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-01-17","3.58",,"0.00",,"0.0","0.0","37","42","33",,"  270","  270","8.1","8.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-01-18","2.91",,"0.00",,"0.0","0.0","36","49","29",,"  110","  110","12.1","15.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-01-19","2.91",,"0.00",,"0.0","0.0","37","48","30",,"  130","  130","8.9","10.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-01-20","8.95",,"0.00",,"0.0","0.0","37","49","32",,"  120","  130","21.0","25.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-01-21","8.95",,"0.00",,"0.0","0.0","38","46","31",,"  120","  110","21.0","25.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-01-22","4.25",,"0.00",,"0.0","0.0","38","44","35",,"  110","  110","15.0","17.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-01-23","19.01",,"0.00",,"0.0","0.0","41","48","31",,"   80","   80","38.9","47.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-01-24","15.88",,"0.00",,"0.0","0.0","42","47","35",,"  100","  100","29.1","35.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-01-25","6.26",,"0.00",,"0.0","0.0","38","47","30",,"  120","  120","18.1","21.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-01-26","6.71",,"0.00",,"0.0","0.0","35","45","27",,"  110","  110","16.1","19.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-01-27","11.41",,"0.00",,"0.0","0.0","36","41","32",,"  120","  120","17.0","23.0",,,,,,,"    1",,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-01-28","10.51",,"0.27",,"0.0","0.0","40","45","38",,"  120","  130","19.9","25.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-01-29","14.54",,"0.30",,"0.0","0.0","43","55","39",,"  200","  200","28.0","38.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-01-30","6.49",,"0.08",,"0.0","0.0","46","50","41",,"  200","  200","16.1","19.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-01-31","6.71",,"0.05",,"0.0","0.0","44","48","41",,"  200","  210","15.0","19.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-02-01","2.91",,"0.00",,"0.0","0.0","44","51","32",,"   70","  180","8.1","11.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-02-02","4.92",,"0.02",,"0.0","0.0","36","47","30",,"  110","  120","12.1","14.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-02-03","3.13",,"0.02",,"0.0","0.0","38","43","31",,"  300","  300","12.1","14.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-02-04","11.41",,"0.00",,"0.0","0.0","33","37","25",,"   80","   80","25.9","40.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-02-05","25.50",,"0.00",,"0.0","0.0","27","29","21",,"   90","  100","36.0","44.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-02-06","21.70",,"0.22",,"3.8","0.0","22","23","19",,"   90","   90","35.1","42.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-02-07","8.05",,"0.12",,"1.3","4.0","22","28","20",,"  110","  100","19.9","23.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-02-08","15.21",,"0.26",,"2.2","5.0","27","31","25",,"   90","   90","31.1","38.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-02-09","7.83",,"0.00",,"0.0","4.0","29","33","27",,"  110","  110","18.1","19.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-02-10","11.41",,"0.13",,"0.0","4.0","32","46","28",,"  120","  120","21.9","25.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-02-11","7.83",,"0.47",,"0.0","1.0","42","49","42",,"  110","  140","18.1","21.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-02-12","8.72",,"0.09",,"0.0","0.0","49","56","43",,"  200","  190","21.0","25.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-02-13","9.62",,"0.17",,"0.0","0.0","51","56","43",,"  110","  120","18.1","21.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-02-14","9.84",,"0.37",,"0.0","0.0","48","56","43",,"  110","  110","21.9","27.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-02-15","14.32",,"0.92",,"0.0","0.0","46","55","42",,"  210","  200","31.1","42.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-02-16","15.21",,"0.07",,"0.0","0.0","45","51","40",,"  200","  190","38.9","50.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-02-17","14.54",,"1.16",,"0.0","0.0","49","54","43",,"  200","  210","38.0","55.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-02-18","11.18",,"0.47",,"0.0","0.0","48","52","40",,"  240","  210","25.1","35.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-02-19","7.61",,"0.13",,"0.0","0.0","42","46","37",,"  190","  190","19.9","23.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-02-20","7.83",,"0.10",,"0.0","0.0","45","48","42",,"  200","  200","25.9","32.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-02-21","3.80",,"0.00",,"0.0","0.0","43","52","37",,"  300","  320","10.1","13.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-02-22","1.34",,"0.00",,"0.0","0.0","39","47","30",,"  300","  290","6.0","6.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-02-23","3.80",,"0.00",,"0.0","0.0","42","51","33",,"  110","  110","14.1","16.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-02-24","11.18",,"0.14",,"0.0","0.0","46","45","40",,"  120","  110","21.0","25.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-02-25","17.22",,"0.00",,"0.0","0.0","43","50","40",,"  100","  100","32.0","38.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-02-26","17.00",,"0.00",,"0.0","0.0","44","50","41",,"  100","  110","31.1","38.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-02-27","4.70",,"0.26",,"0.0","0.0","42","44","37",,"  120","  130","19.9","23.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-02-28","9.84",,"0.00",,"0.0","0.0","44","58","39",,"   80","   80","25.9","33.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-03-01","11.41",,"0.01",,"0.0","0.0","44","47","34",,"  110","  130","18.1","25.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-03-02","13.20",,"0.43",,"0.0","0.0","35","53","33",,"  110","  110","23.0","28.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-03-03","10.51",,"0.23",,"0.0","0.0","49","61","40",,"  260","  220","21.0","25.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-03-04","7.83",,"0.11",,"0.0","0.0","53","62","46",,"  200","  200","17.0","21.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-03-05","12.08",,"1.18",,"0.0","0.0","53","59","47",,"  200","  200","25.1","36.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-03-06","12.97",,"0.10",,"0.0","0.0","53","54","47",,"  180","  170","38.0","47.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-03-07","4.25",,"0.00",,"0.0","0.0","51","62","44",,"  110","  110","14.1","16.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-03-08","8.72",,"0.55",,"0.0","0.0","49","57","43",,"  200","  200","25.1","34.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-03-09","4.03",,"0.56",,"0.0","0.0","54","59","48",,"  180","  180","12.1","16.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-03-10","5.82",,"0.09",,"0.0","0.0","50","54","38",,"  290","  300","19.9","23.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-03-11","3.80",,"0.00",,"0.0","0.0","44","59","34",,"  280","  270","14.1","16.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-03-12","2.91",,"0.00",,"0.0","0.0","47","65","33",,"  300","  300","12.1","14.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-03-13","1.57",,"0.00",,"0.0","0.0","48","60","35",,"  180","  200","6.9","8.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-03-14","8.28",,"0.22",,"0.0","0.0","55","63","44",,"  210","  220","17.0","21.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-03-15","6.93",,"0.00",,"0.0","0.0","51","65","40",,"  240","  230","16.1","21.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-03-16","12.30",,"0.71",,"0.0","0.0","57","61","42",,"  210","  210","25.1","31.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-03-17","9.84",,"0.02",,"0.0","0.0","45","52","41",,"  300","  290","23.0","28.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-03-18","3.80",,"0.01",,"0.0","0.0","45","56","40",,"  100","  100","10.1","12.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-03-19","7.83",,"0.03",,"0.0","0.0","47","56","37",,"  300","  300","23.9","28.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-03-20","2.91",,"0.00",,"0.0","0.0","42","50","33",,"  300","  300","14.1","16.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-03-21","6.71",,"0.00",,"0.0","0.0","43","56","35",,"  300","  310","16.1","19.9",,,,,,,"    1",,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-03-22","4.47",,"0.00",,"0.0","0.0","45","63","32",,"  280","  290","13.0","16.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-03-23","2.24",,"0.00",,"0.0","0.0","49","62","35",,"  290","  290","8.1","10.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-03-24","6.26",,"0.00",,"0.0","0.0","51","69","36",,"  110","  110","21.0","23.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-03-25","11.86",,"0.22",,"0.0","0.0","55","59","47",,"  200","  230","31.1","42.1",,,,,,,"    1",,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-03-26","10.07",,"0.38",,"0.0","0.0","49","52","45",,"  210","  200","18.1","25.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-03-27","12.30",,"0.17",,"0.0","0.0","49","59","45",,"  230","  230","25.9","33.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-03-28","11.41",,"1.69",,"0.0","0.0","49","53","47",,"  110","  110","21.0","25.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-03-29","11.41",,"0.43",,"0.0","0.0","50","56","47",,"  190","  160","30.0","38.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-03-30","6.26",,"0.02",,"0.0","0.0","49","54","40",,"  190","  180","19.9","23.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-03-31","5.82",,"0.36",,"0.0","0.0","46","60","37",,"  120","  120","23.9","30.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-04-01","3.36",,"0.14",,"0.0","0.0","48","51","44",,"  190","  180","15.0","19.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-04-02","3.58",,"0.00",,"0.0","0.0","49","59","44",,"  110","  280","12.1","14.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-04-03","10.07",,"0.10",,"0.0","0.0","51","58","44",,"  190","  190","25.9","32.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-04-04","5.59",,"0.01",,"0.0","0.0","50","59","46",,"  260","  230","14.1","16.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-04-05","8.05",,"0.13",,"0.0","0.0","51","55","47",,"  190","  190","17.0","25.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-04-06","6.04",,"0.01",,"0.0","0.0","54","65","48",,"  190","  220","15.0","17.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-04-07","4.03",,"0.00",,"0.0","0.0","56","75","47",,"  280","  190","10.1","13.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-04-08","3.58",,"0.33",,"0.0","0.0","58","69","47",,"  300","  310","19.9","23.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-04-09","7.61",,"0.03",,"0.0","0.0","54","62","44",,"  320","  350","13.0","17.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-04-10","7.16",,"0.00",,"0.0","0.0","52","66","42",,"  310","  320","15.0","19.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-04-11","7.38",,"0.00",,"0.0","0.0","54","67","43",,"  310","  310","19.9","25.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-04-12","6.93",,"0.00",,"0.0","0.0","54","64","48",,"  310","  320","18.1","21.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-04-13","8.28",,"0.00",,"0.0","0.0","55","71","40",,"   70","   80","21.9","27.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-04-14","6.26",,"0.00",,"0.0","0.0","58","73","42",,"  320","  310","21.9","28.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-04-15","5.82",,"0.00",,"0.0","0.0","54","61","48",,"  180","  200","13.0","15.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-04-16","6.04",,"0.13",,"0.0","0.0","53","59","48",,"  190","  190","14.1","18.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-04-17","8.50",,"0.37",,"0.0","0.0","53","55","44",,"  230","  220","18.1","23.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-04-18","3.58",,"0.00",,"0.0","0.0","49","60","39",,"  310","   90","10.1","19.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2014-04-19","9.62",,"0.07",,"0.0","0.0","51","59","42",,"  240","  220","23.9","30.0",,,,,,,,,,,,,,,
